S.No,Main Category,Category Path,Product Name,Short Description,Long Description,Product Slug,Image Path
121,Instruments,Instruments > Forceps > Fixation And Superior Rectus Forceps,Fixation-Fixation and Superior Rectus Forceps,"Fixation-Fixation and Superior Rectus Forceps are crucial instruments used in ophthalmic surgeries for fixation procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for fixation procedures.,fixation-fixation-and-superior-rectus-forceps-2,../../wp-content/uploads/woocommerce-placeholder-700x700.html
122,Instruments,Instruments > Forceps > Fixation And Superior Rectus Forceps,Graefe-Fixation and Superior Rectus Forceps,"Graefe-Fixation and Superior Rectus Forceps are essential instruments used in ophthalmic surgeries for fixation procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for fixation procedures.,graefe-fixation-and-superior-rectus-forceps,../../wp-content/uploads/2024/04/Fixation-and-Superior-Rectus-Forceps-Graefe.html
123,Instruments,Instruments > Forceps > Fixation And Superior Rectus Forceps,Green-Fixation and Superior Rectus Forceps,"Green-Fixation and Superior Rectus Forceps are vital instruments used in ophthalmic surgeries for fixation procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for fixation procedures.,green-fixation-and-superior-rectus-forceps,../../wp-content/uploads/2024/04/Fixation-and-Superior-Rectus-Forceps-Green.html
124,Instruments,Instruments > Forceps > Fixation And Superior Rectus Forceps,Lester-Fixation and Superior Rectus Forceps,"Lester-Fixation and Superior Rectus Forceps are crucial instruments used in ophthalmic surgeries for fixation procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for fixation procedures.,lester-fixation-and-superior-rectus-forceps,../../wp-content/uploads/2024/04/Fixation-and-Superior-Rectus-Forceps-Lester.html
125,Instruments,Instruments > Forceps > Foldable Iol Forceps,Foldable IOL Force-Foldable IOL Forceps,"Foldable IOL Force-Foldable IOL Forceps are crucial instruments used in ophthalmic surgeries for precise manipulation of foldable IOLs, ensuring optimal outcomes and patient satisfaction.",Forceps for foldable IOL procedures.,foldable-iol-force-foldable-iol-forceps,../../wp-content/uploads/woocommerce-placeholder-700x700.html
126,Instruments,Instruments > Forceps > Foldable Iol Forceps,Kellan-Foldable IOL Forceps,"Kellan-Foldable IOL Forceps are vital instruments used in ophthalmic surgeries for precise manipulation of foldable IOLs, ensuring optimal outcomes and patient satisfaction.",Forceps for foldable IOL procedures.,kellan-foldable-iol-forceps,../../wp-content/uploads/woocommerce-placeholder-700x700.html
127,Instruments,Instruments > Forceps > Foldable Iol Forceps,Phaco-Folder-Foldable IOL Forceps,"Phaco-Folder-Foldable IOL Forceps are essential instruments used in ophthalmic surgeries for precise manipulation of foldable IOLs, ensuring optimal outcomes and patient satisfaction.",Forceps for foldable IOL procedures.,phaco-folder-foldable-iol-forceps,../../wp-content/uploads/2024/04/Phaco-Folder-Foldable-IOL-Forceps.jpg
128,Instruments,Instruments > Forceps > Foldable Iol Forceps,Universal Lens Ins-Foldable IOL Forceps,"Universal Lens Ins-Foldable IOL Forceps are essential instruments used in ophthalmic surgeries for precise manipulation of foldable IOLs, ensuring optimal outcomes and patient satisfaction.",Forceps for foldable IOL procedures.,universal-lens-ins-foldable-iol-forceps,../../wp-content/uploads/2024/04/Universal-Lens-Ins-Foldable-IOL-Forceps-700x675.jpg
129,Instruments,Instruments > Forceps > Iris Forceps,Botvin-Iris Forceps,"Botvin-Iris Forceps are essential instruments used in ophthalmic surgeries for precise manipulation of the iris, ensuring optimal outcomes and patient satisfaction.",Forceps for iris manipulation.,botvin-iris-forceps,../../wp-content/uploads/2024/04/Iris-Forceps-Botvin.jpg
130,Instruments,Instruments > Forceps > Iris Forceps,colibri-iris-forceps,,,colibri-iris-forceps,
131,Instruments,Instruments > Forceps > Iris Forceps,gill-iris-forceps,,,gill-iris-forceps,
132,Instruments,Instruments > Forceps > Iris Forceps,hess-iris-forceps,,,hess-iris-forceps,
133,Instruments,Instruments > Forceps > Iris Forceps,swiss-iris-forceps,,,swiss-iris-forceps,
134,Instruments,Instruments > Forceps > Jewelers Forceps,dodick-jewelers-forceps,,,dodick-jewelers-forceps,
135,Instruments,Instruments > Forceps > Jewelers Forceps,foreign-body-jewelers-forceps,,,foreign-body-jewelers-forceps,
136,Instruments,Instruments > Forceps > Jewelers Forceps,jewelers-jewelers-forceps,,,jewelers-jewelers-forceps,
137,Instruments,Instruments > Forceps > Jewelers Forceps,multi-purpose-jewelers-forceps,,,multi-purpose-jewelers-forceps,
138,Instruments,Instruments > Forceps > Jewelers Forceps,osher-jewelers-forceps,,,osher-jewelers-forceps,
139,Instruments,Instruments > Forceps > Jewelers Forceps,suture-jewelers-forceps,,,suture-jewelers-forceps,
140,Instruments,Instruments > Forceps > Lasik Forceps,buratto-lasik-forceps,,,buratto-lasik-forceps,
141,Instruments,Instruments > Forceps > Lasik Forceps,perone-lasik-forceps,,,perone-lasik-forceps,
142,Instruments,Instruments > Forceps > Mosquito Forceps,baby-jones-mosquito-forceps,,,baby-jones-mosquito-forceps,
143,Instruments,Instruments > Forceps > Mosquito Forceps,backhaus-mosquito-forceps,,,backhaus-mosquito-forceps,
144,Instruments,Instruments > Forceps > Mosquito Forceps,halsted-mosquito-forceps,,,halsted-mosquito-forceps,
145,Instruments,Instruments > Forceps > Mosquito Forceps,hartman-mosquito-forceps,,,hartman-mosquito-forceps,
146,Instruments,Instruments > Forceps > Mosquito Forceps,serrefine-mosquito-forceps,,,serrefine-mosquito-forceps,
147,Instruments,Instruments > Forceps > Muscle Forceps,jameson-muscle-forceps,,,jameson-muscle-forceps,
148,Instruments,Instruments > Forceps > Muscle Forceps,prince-muscle-forceps,,,prince-muscle-forceps,
149,Instruments,Instruments > Forceps > Muscle Forceps,worth-muscle-forceps,,,worth-muscle-forceps,
150,Instruments,Instruments > Forceps > Prechop Forceps,akahoshi-phaco-pre-prechop-forceps,,,akahoshi-phaco-pre-prechop-forceps,
151,Instruments,Instruments > Forceps > Prechop Forceps,bores-prechop-forceps,,,bores-prechop-forceps,
152,Instruments,Instruments > Forceps > Prechop Forceps,kansas-prechop-forceps,,,kansas-prechop-forceps,
153,Instruments,Instruments > Forceps > Suturing Forceps,castroviejo-suturing-forceps,,,castroviejo-suturing-forceps,
154,Instruments,Instruments > Forceps > Tissue Forceps,bishop-harmon-tissue-forceps,,,bishop-harmon-tissue-forceps,
155,Instruments,Instruments > Forceps > Tissue Forceps,iris-tissue-forceps,,,iris-tissue-forceps,
156,Instruments,Instruments > Forceps > Tissue Forceps,kirby-tissue-forceps,,,kirby-tissue-forceps,
157,Instruments,Instruments > Forceps > Tissue Forceps,st-martin-tissue-forceps,,,st-martin-tissue-forceps,
158,Instruments,Instruments > Forceps > Tying Forceps,Checking your browser before accessing,,,harms-tying-forceps,
159,Instruments,Instruments > Forceps > Tying Forceps,Jaffe-Tying Forceps,"Jaffe-Tying Forceps are crucial instruments used in ophthalmic surgeries for suturing procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for suturing procedures.,jaffe-tying-forceps,../../wp-content/uploads/2024/04/Tying-Forceps-Jaffe.jpg
160,Instruments,Instruments > Forceps > Tying Forceps,Jayle-Tying Forceps,"Jayle-Tying Forceps are crucial instruments used in ophthalmic surgeries for suturing procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for suturing procedures.,jayle-tying-forceps,../../wp-content/uploads/2024/04/Tying-Forceps-jayle.html
161,Instruments,Instruments > Forceps > Tying Forceps,Kelman -Mc Pherson-Tying Forceps,"Kelman -Mc Pherson-Tying Forceps are vital instruments used in ophthalmic surgeries for suturing procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for suturing procedures.,kelman-mc-pherson-tying-forceps,../../wp-content/uploads/2024/04/Corneal-Forceps-Kelman-Mc-Pherson.html
162,Instruments,Instruments > Forceps > Tying Forceps,Mc Pherson-Tying Forceps,"Mc Pherson-Tying Forceps are essential instruments used in ophthalmic surgeries for suturing procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for suturing procedures.,mc-pherson-tying-forceps,../../wp-content/uploads/2024/04/Tying-Forceps-Mc-Pherson.html
163,Instruments,Instruments > Forceps > Tying Forceps,Sinskey-Tying Forceps,"Sinskey-Tying Forceps are crucial instruments used in ophthalmic surgeries for suturing procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for suturing procedures.,sinskey-tying-forceps,../../wp-content/uploads/2024/04/Tying-Forceps-Sinskey.html
164,Instruments,Instruments > Forceps > Tying Forceps,Tennant-Tying Forceps,"Tennant-Tying Forceps are essential instruments used in ophthalmic surgeries for suturing procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for suturing procedures.,tennant-tying-forceps,../../wp-content/uploads/2024/04/Tying-Forceps-Tennant.html
165,Instruments,Instruments > Forceps > Vitreous Forceps,Vitreous-Vitreous Forceps,"Vitreous-Vitreous Forceps are essential instruments used in ophthalmic surgeries for vitreous procedures, ensuring optimal outcomes and patient satisfaction.",Forceps for vitreous procedures.,vitreous-vitreous-forceps,../../wp-content/uploads/2024/04/Vitro_Retinal_Forcep_cPrMlwY.png
166,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,Anterior Chamber IOLs,Haptic Design: “S” design with Step Vault Available Powers: +10.0 D to +35.0 D in 0.5 D steps; -5.0 D to +9.0 D & +31.0 to +35.0 D in 1.0 D Steps Optic Diameter: 6.00mm Drilling Holes: Nil Sterilization: Yes Material: PMMA Lens Type: Pmma Intraocular Lenses Lens Model: IAC 6025 Optic Design: Spherical Bi-convex Usage/Application: Eye Diseases/Cataract Surgery Overall Length: 12.50 mm Type: Anterior Chamber IOL Suggested A constant: 115.3,IOVUE Anterior chamber IOL is fixed with the support of iris. It is used as backup lens primarily when there is damage to the Posterior Chamber. Anterior Chamber IOL is also used in refractive surgery – implanting a lens in phakic eye to correct the refractive power. Features: Improved the PCO protection efficiency of the square edge. Increased stability. Clear vision. Smooth lens surface. Available in different powers. Step-vaulted haptic design. YAG Laser Compatible.,anterior-chamber-iols,../../wp-content/uploads/2024/04/pmma-AC-IAC-6025-700x648.html
167,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,Hydrophilic Acrylic Regular & Aspheric Foldable Intraocular Lenses,"Hydrophilic Acrylic Foldable Intraocular Lenses are soft, foldable lenses made of hydrophilic acrylic material, designed for implantation in cataract surgery. They offer excellent biocompatibility, optical clarity, and ease of insertion, enhancing patient outcomes and surgical efficiency.","Model FA5725 D FA 6025D Optic Diameter 5.75 mm 6.00 mm Overall Diameter 12.50 mm Optic Design Aberration Neural,Negative Aspheric Biconvex Haptic Design Double Haptics “C” , 5° Angulation PCO Protection 360° Perfect Square Edge Around the Optic Edge Suggested A.Constant +ve Power Range :118 , -ve Power Range :117.4 Model FA6025 FA 6030D Optic Diameter 6.00 mm 6.00 mm Overall Diameter 12.50 mm 13.00 mm Optic Design Aberration Neural,Negative Aspheric Biconvex Haptic Design Double Haptics “C” , 5° Angulation PCO Protection 360° Perfect Square Edge Around the Optic Edge Suggested A.Constant +ve Power Range :118 , -ve Power Range :117.4 Model FA 6010 Optic Diameter 6.00 mm Overall Diameter 11.00 mm Optic Design Aberration Neural,Negative Aspheric Biconvex Haptic Design 4 – Point Fixation , Double Haptics “C” , 5° Angulation PCO Protection 360° Perfect Square Edge Around the Optic Edge Suggested A.Constant +ve Power Range :118 , -ve Power Range :117.4 Model FA 6006 Optic Diameter 6.00 mm Overall Diameter 10.60 mm Optic Design Aberration Neural,Negative Aspheric Biconvex Haptic Design Plate Haptics , 5° Angulation PCO Protection 360° Perfect Square Edge Around the Optic Edge Suggested A.Constant +ve Power Range :118 , -ve Power Range :117.4",hydrophilic-acrylic-foldable-intraocular-lenses,../../wp-content/uploads/2024/04/Hydrophilic-Acrylic-Foldable-Intraocular-Lenses-1-700x700.jpg
168,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,Hydrophobic Acrylic 3 Piece Foldable Intraocular Lens,,,hydrophobic-acrylic-3-piece-intraocular-lens,../../wp-content/uploads/2024/05/3-Piece-Intraocular-lens-700x700.jpg
169,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,Iris Claw lens,Material: PMMA Usage/Application: Eye Diseases/Cataract Surgery Optic Design: Spherical Bi-convex Lens Type: Pmma Intraocular Lenses Optic Size: PS 5580 – 5.50 mm Haptic Design: “S” design with Step Vault Overall Diameter: PS 5580–8.00 mm Drilling Holes : (Nil) Sterilization: Yes A Constant: 117.2,"IOVUE IOLs are meant for the correction of refractive errors, providing patients with high quality vision. These are inserted either on top of the iris or in between the iris and the natural lens. They are used to treat refractive error without removing cornea tissue or the lens. Features: Improved the PCO protection efficiency of the square edge. Increased stability. Clear vision. Smooth lens surface. Available in different powers. Step-vaulted haptic design. YAG Laser Compatible.",iris-claw-lens,../../wp-content/uploads/2024/04/iris-claw-lens.jpg
170,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,fluorescein-sodium-ophthalmic-strips-u-s-p,,,fluorescein-sodium-ophthalmic-strips-u-s-p,
171,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,ophtalmic-knife-lance-tip-micro-surgical-blades,,,ophtalmic-knife-lance-tip-micro-surgical-blades,
172,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,ophthalmic-eye-drape,,,ophthalmic-eye-drape,
173,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,ophthalmic-knife-clear-corneal-micro-surgical-blades,,,ophthalmic-knife-clear-corneal-micro-surgical-blades,
174,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,ophthalmic-knife-crescent-micro-surgical-blades,,,ophthalmic-knife-crescent-micro-surgical-blades,
175,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,ophthalmic-knife-extension-keratome-micro-surgical-blades,,,ophthalmic-knife-extension-keratome-micro-surgical-blades,
176,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,ophthalmic-knife-keratome-micro-surgical-blades,,,ophthalmic-knife-keratome-micro-surgical-blades,
177,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,ophthalmic-knife-mvr-micro-surgical-blades,,,ophthalmic-knife-mvr-micro-surgical-blades,
178,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,pmma-3-piece-with-uv-absorbing-intraocular-lens,,,pmma-3-piece-with-uv-absorbing-intraocular-lens,
179,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,pmma-intraocular-lens-aspheric-surface-with-360-square-edge-optics,,,pmma-intraocular-lens-aspheric-surface-with-360-square-edge-optics,
180,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,pmma-single-piece-posterior-chamber-intraocular-lenses,,,pmma-single-piece-posterior-chamber-intraocular-lenses,
181,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,pre-filled-syringes-pfs-2ml-visco-elastic,,,pre-filled-syringes-pfs-2ml-visco-elastic,
182,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,quadhaptic-hydrophilic-acrylic-foldable-intraocular-lenses,,,quadhaptic-hydrophilic-acrylic-foldable-intraocular-lenses,
183,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,scleral-fixation-iols,,,scleral-fixation-iols,
184,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,viscoelastic-solution-5ml,,,viscoelastic-solution-5ml,
185,Instruments,Instruments > Lacrimal Instruments > Corneoscleral Punch Lacrimal Instruments,yellow-filter-hydrophilic-acrylic-foldable-iols-with-360-square-edge-optics,,,yellow-filter-hydrophilic-acrylic-foldable-iols-with-360-square-edge-optics,
186,Instruments,Instruments > Lens Manipulators & Rotators,Bahr-Maltzman-Lens Manipulators,"Bahr-Maltzman-Lens Manipulators are essential tools in ophthalmic surgeries, facilitating the manipulation of lenses and ensuring optimal surgical outcomes and patient satisfaction.",Instruments for lens manipulation.,bahr-maltzman-lens-manipulators,../../wp-content/uploads/2024/04/Lens-Manipulators-Bahr-Maltzman.html
187,Instruments,Instruments > Lens Manipulators & Rotators,Barrett Duo-Nucleus Rotator,"Barrett Duo-Nuclear Rotator is a crucial instrument in ophthalmic surgeries, facilitating the rotation of nuclei with precision, ensuring optimal outcomes and patient satisfaction.",Rotator for surgical use.,barrett-duo-nucleus-rotator,../../wp-content/uploads/2024/04/Barrett-Duo-Nucleus-Rotator.html
188,Instruments,Instruments > Lens Manipulators & Rotators,Bechert-Nucleus Rotator,"Bechert-Nuclear Rotator is a specialized instrument employed in ophthalmic surgeries for rotating nuclei with precision, ensuring optimal outcomes and patient satisfaction.",Rotator for ophthalmic use.,bechert-nucleus-rotator,../../wp-content/uploads/2024/04/Nuclear-Rotator-Bechert.html
189,Instruments,Instruments > Lens Manipulators & Rotators,Caro-Nucleus Rotator,"Caro-Nuclear Rotator is an essential instrument in ophthalmic surgeries, facilitating the rotation of nuclei with precision, ensuring optimal outcomes and patient satisfaction.",Rotator for ophthalmic use.,caro-nucleus-rotator,../../wp-content/uploads/woocommerce-placeholder-700x700.html
190,Instruments,Instruments > Lens Manipulators & Rotators,Lens Expressor-Lens Expressor,"Lens Expressor-Lens Expressor is a precision tool utilized in ophthalmic surgeries for manipulating lenses with accuracy, ensuring optimal surgical outcomes and patient satisfaction.",Instrument for lens manipulation.,lens-expressor-lens-expressor,../../wp-content/uploads/2024/04/Lens_Expressor.html
191,Instruments,Instruments > Lens Manipulators & Rotators,Lester-Lens Manipulators,"Lester-Lens Manipulators are specialized instruments used in ophthalmic surgeries for precise manipulation of lenses, ensuring optimal surgical outcomes and patient satisfaction.",Tools for precise lens manipulation.,lester-lens-manipulators-2,../../wp-content/uploads/2024/04/Lens-Manipulators-Lester.html
192,Instruments,Instruments > Lens Manipulators & Rotators,MicroCombo Chopper-Phaco Choppers,"MicroCombo Chopper-Phaco Choppers are versatile instruments used in ophthalmic surgeries for fragmenting and removing cataracts, ensuring optimal outcomes and patient satisfaction.",Choppers for ophthalmic use.,microcombo-chopper-phaco-choppers,../../wp-content/uploads/woocommerce-placeholder-700x700.html
193,Instruments,Instruments > Lens Manipulators & Rotators,Sinskey II-Lens Manipulators,"Sinskey II-Lens Manipulators are vital tools in ophthalmic surgeries, facilitating the manipulation of lenses and ensuring optimal surgical outcomes and patient satisfaction.",Instruments for lens manipulation.,sinskey-ii-lens-manipulators,../../wp-content/uploads/2024/04/Lens-Manipulators-Sinskey-II.html
194,Instruments,Instruments > Lens Manipulators & Rotators,Yankee-Nucleus Rotator,"Yankee-Nuclear Rotator is a vital instrument used in ophthalmic surgeries for rotating nuclei with precision, ensuring optimal outcomes and patient satisfaction.",Rotator for ophthalmic surgeries.,yankee-nucleus-rotator,../../wp-content/uploads/woocommerce-placeholder-700x700.html
195,Instruments,Instruments > Lens Manipulators & Rotators,chang-quick-chop-c-nucleus-rotator,,,chang-quick-chop-c-nucleus-rotator,
196,Instruments,Instruments > Lens Manipulators & Rotators,double-end-nucleus-rotator,,,double-end-nucleus-rotator,
197,Instruments,Instruments > Lens Manipulators & Rotators,fenzl-lens-manipulators,,,fenzl-lens-manipulators,
198,Instruments,Instruments > Lens Manipulators & Rotators,gillum-phaco-choppers,,,gillum-phaco-choppers,
199,Instruments,Instruments > Lens Manipulators & Rotators,graether-nuclear-rotator,,,graether-nuclear-rotator,
200,Instruments,Instruments > Lens Manipulators & Rotators,jaffe-bechert-nucleus-rotator,,,jaffe-bechert-nucleus-rotator,
201,Instruments,Instruments > Lens Manipulators & Rotators,kirby-lens-expressor,,,kirby-lens-expressor,
202,Instruments,Instruments > Lens Manipulators & Rotators,koch-nucleus-rotator,,,koch-nucleus-rotator,
203,Instruments,Instruments > Lens Manipulators & Rotators,kratz-lens-manipulators,,,kratz-lens-manipulators,
204,Instruments,Instruments > Lens Manipulators & Rotators,kuglen-lens-manipulators,,,kuglen-lens-manipulators,
205,Instruments,Instruments > Lens Manipulators & Rotators,lewicky-lens-manipulators,,,lewicky-lens-manipulators,
206,Instruments,Instruments > Lens Manipulators & Rotators,maloney-lens-manipulators,,,maloney-lens-manipulators,
207,Instruments,Instruments > Lens Manipulators & Rotators,phaco-chopper-phaco-choppers,,,phaco-chopper-phaco-choppers,
208,Instruments,Instruments > Lens Manipulators & Rotators,rentsch-lens-manipulators,,,rentsch-lens-manipulators,
209,Instruments,Instruments > Lens Manipulators & Rotators,sinskey-lens-manipulators,,,sinskey-lens-manipulators,
210,Instruments,Instruments > Lens Manipulators & Rotators,smith-lens-expressor,,,smith-lens-expressor,
211,Instruments,Instruments > Lens Manipulators & Rotators,tennant-nucleus-rotator,,,tennant-nucleus-rotator,
212,Instruments,Instruments > Lens Manipulators & Rotators,thomas-neuhann-nuclear-rotator,,,thomas-neuhann-nuclear-rotator,
213,Instruments,Instruments > Markers & Calipers,Anis-Corneal Markers,"Anis-Corneal Markers are essential tools in ophthalmic surgeries, facilitating accurate marking of corneal incisions for optimal outcomes and patient satisfaction.",Markers for corneal surgeries.,anis-corneal-markers,../../wp-content/uploads/2024/04/Corneal-Markers-Anis.html
214,Instruments,Instruments > Markers & Calipers,Berkely-Optic zone markers,"Berkely-Optic zone markers are essential tools used in ophthalmic surgeries for marking precise locations, ensuring accuracy and optimal outcomes in surgical interventions.",Instruments for surgical procedures.,berkely-optic-zone-markers,../../wp-content/uploads/woocommerce-placeholder-700x700.html
215,Instruments,Instruments > Markers & Calipers,Blade Gauge-Gauge,"Blade Gauge-Gauge is a precision instrument utilized in ophthalmic surgeries for measuring the dimensions of blades accurately, ensuring optimal surgical outcomes and efficiency.",Measurement tool for blades.,blade-gauge-gauge,../../wp-content/uploads/2024/04/Blade-Gauge-Gauge.html
216,Instruments,Instruments > Markers & Calipers,Bores-Astigmatism Markers,Bores-Astigmatism Markers are specialized tools crafted to assist ophthalmic surgeons in accurately correcting astigmatism through precise corneal incision marking.,Designed for astigmatism correction.,bores-astigmatism-markers,../../wp-content/uploads/2024/04/Astigmatism-Markers-bores.html
217,Instruments,Instruments > Markers & Calipers,Castroviejo-Caliper,"Castroviejo-Caliper is a precision instrument employed in ophthalmic surgeries to measure distances with accuracy, ensuring optimal surgical outcomes.",Precise measurement tool.,castroviejo-caliper,../../wp-content/uploads/2024/04/Caliper-Castroviejo.html
218,Instruments,Instruments > Markers & Calipers,Deitz-Gauge,"Deitz-Gauge is a versatile instrument used in ophthalmic surgeries for precise measurements, ensuring accuracy and optimal outcomes in surgical interventions.",Gauge for surgical measurements.,deitz-gauge,../../wp-content/uploads/2024/04/Deitz-Gauge.html
219,Instruments,Instruments > Markers & Calipers,Galand-Caliper,"Galand-Caliper is a precision tool utilized in ophthalmic surgeries to measure distances accurately, aiding surgeons in achieving optimal outcomes during procedures.",Surgical measurement instrument.,galand-caliper,../../wp-content/uploads/woocommerce-placeholder-700x700.html
220,Instruments,Instruments > Markers & Calipers,Hofmann-Astigmatism Markers,Hofmann-Astigmatism Markers provide ophthalmic surgeons with precise tools for marking corneal incisions during astigmatism correction procedures.,Instruments for precise marking.,hofmann-astigmatism-markers,../../wp-content/uploads/2024/04/Hofmann-Astigmatism-Markers.html
221,Instruments,Instruments > Markers & Calipers,Jameson-Caliper,"Jameson-Caliper is an essential instrument in ophthalmic surgeries, allowing surgeons to make precise measurements, ensuring accuracy and success in surgical interventions.",Tool for precise measurements.,jameson-caliper,../../wp-content/uploads/2024/04/caliper-jameson.html
222,Instruments,Instruments > Markers & Calipers,Lasik Marker-Astigmatism Markers,"Lasik Marker-Astigmatism Markers are vital instruments in astigmatism correction surgeries, facilitating accurate marking of corneal incisions for optimal outcomes.",Markers used in astigmatism surgery.,lasik-marker-astigmatism-markers,../../wp-content/uploads/2024/04/AM-Lasik-Marker.html
223,Instruments,Instruments > Markers & Calipers,Maloney-Astigmatism Markers,Maloney-Astigmatism Markers are surgical tools designed to aid in the precise marking of corneal incisions during procedures aimed at correcting astigmatism.,Instruments for astigmatism correction.,maloney-astigmatism-markers,../../wp-content/uploads/woocommerce-placeholder-700x700.html
224,Instruments,Instruments > Markers & Calipers,Marking Pen-Corneal Markers,"Marking Pen-Corneal Markers are versatile instruments used in ophthalmic surgeries to mark corneal incisions with precision, ensuring optimal surgical outcomes and accuracy.",Pen-style markers for corneal surgery.,marking-pen-corneal-markers,../../wp-content/uploads/2024/04/Corneal-Markers-Marking-Pen.html
225,Instruments,Instruments > Markers & Calipers,Osher-Caliper,"Osher-Caliper is a specialized surgical tool utilized for precise measurements in ophthalmic procedures, ensuring accuracy and efficiency during surgical interventions.",Caliper for surgical measurements.,osher-caliper,../../wp-content/uploads/2024/04/caliper-osher.html
226,Instruments,Instruments > Markers & Calipers,Osher-Neumann-Corneal Markers,"Osher-Neumann-Corneal Markers are precision instruments used in ophthalmic surgeries to mark corneal incisions accurately, ensuring optimal outcomes in corneal procedures.",Markers for corneal procedures.,osher-neumann-corneal-markers,../../wp-content/uploads/2024/04/Corneal-Markers-Osher-Neumann.html
227,Instruments,Instruments > Markers & Calipers,Ruler-Caliper,"Ruler-Caliper is a versatile instrument used in ophthalmic surgeries for precise measurements, aiding surgeons in achieving optimal outcomes and patient satisfaction.",Measurement tool for ophthalmic surgery.,ruler-caliper,../../wp-content/uploads/2024/04/caliper-ruler.html
228,Instruments,Instruments > Markers & Calipers,Stahl-Caliper,"Stahl-Caliper is a specialized instrument utilized in ophthalmic surgeries for precise measurements, ensuring accuracy and efficiency in surgical interventions.",Caliper for ophthalmic procedures.,stahl-caliper,../../wp-content/uploads/woocommerce-placeholder-700x700.html
229,Instruments,Instruments > Markers & Calipers,Thornton-Astigmatism Markers,Thornton-Astigmatism Markers are precision instruments utilized in ophthalmic surgeries to accurately mark corneal incisions for astigmatism correction.,Used for astigmatism marking.,thornton-astigmatism-markers,../../wp-content/uploads/2024/04/Astigmatism-Markers-Thornton.html
230,Instruments,Instruments > Markers & Calipers,Thornton-Caliper,"Thornton-Caliper is a precision tool employed in ophthalmic surgeries to ensure accurate measurements, facilitating optimal surgical outcomes and patient care.",Instrument for accurate measurements.,thornton-caliper,../../wp-content/uploads/woocommerce-placeholder-700x700.html
231,Instruments,Instruments > Markers & Calipers,bores-markers,,,bores-markers,
232,Instruments,Instruments > Markers & Calipers,bores-optic-zone-markers,,,bores-optic-zone-markers,
233,Instruments,Instruments > Markers & Calipers,thornton-gauge,,,thornton-gauge,
234,Instruments,Instruments > Markers & Calipers,thornton-optic-zone-markers,,,thornton-optic-zone-markers,
235,Instruments,Instruments > Needle Holder,Barraquer Needle Holder,"Barraquer Needle Holder is a specialized instrument designed for securely holding surgical needles during ophthalmic procedures, ensuring precise and controlled suturing.",Holder for surgical needles,barraquer-needle-holder,../../wp-content/uploads/2024/04/Barraquer-Needle-Holder.html
236,Instruments,Instruments > Needle Holder,Castroviejo-Castroviejo Needle Holder,"Castroviejo-Castroviejo Needle Holder is a specialized instrument designed for securely holding surgical needles during ophthalmic procedures, ensuring precise suturing.",Holder for surgical needles,castroviejo-castroviejo-needle-holder,../../wp-content/uploads/woocommerce-placeholder-700x700.html
237,Instruments,Instruments > Needle Holder,anis-troutman-needle-holder,,,anis-troutman-needle-holder,
238,Instruments,Instruments > Needle Holder,drew-castroviejo-needle-holder,,,drew-castroviejo-needle-holder,
239,Instruments,Instruments > Needle Holder,troutman-troutman-needle-holder,,,troutman-troutman-needle-holder,
